2MASS,GaiaDR2,Name,RAJ2000,DEJ2000,pmRA,pmDE,plx,r-astro,rv,r_rv,Cluster,Member,J17,L18-t1,L18-t6,Dist,SimbadName
2MASS J04400067+2358211,Gaia DR2 146874275068113664,,04 40 00.67,+23 58 21.0,8.620,-20.736,8.329,GaiaDR2,,,17,1,1,1,0,*,2MASS J04400067+2358211
2MASS J04400174+2556292,Gaia DR2 148386898123956480,,04 40 01.75,+25 56 29.4,,,,,,,0,0,1,1,0,,2MASS J04400174+2556292
2MASS J04400174+2556292,Gaia DR2 148386898124771328,,04 40 01.75,+25 56 29.4,,,,,,,0,0,1,1,0,,2MASS J04400174+2556292
2MASS J04400800+2605253,Gaia DR2 148401565437820928,IRAS04370+2559,04 40 07.99,+26 05 25.4,5.727,-20.132,7.366,GaiaDR2,17.220,17,15,1,1,1,0,*,2MASS J04400800+2605253
2MASS J04401428+2307544,Gaia DR2 146686292938953216,,04 40 14.30,+23 07 54.3,10.235,-16.533,6.591,GaiaDR2,,,18,0,0,0,1,,2MASS J04401428+2307544
2MASS J04401447+2729112,Gaia DR2 151639902060635520,,04 40 14.50,+27 29 10.9,10.266,-27.402,7.392,GaiaDR2,,,0,0,0,1,0,,2MASS J04401447+2729112
2MASS J04403979+2519061,Gaia DR2 148141775750936960,,04 40 39.79,+25 19 06.2,6.351,-20.568,6.600,GaiaDR2,15.840,17,0,0,1,1,0,,2MASS J04403979+2519061
2MASS J04404677+1928033,Gaia DR2 3410539044769663232,,04 40 46.79,+19 28 02.9,13.054,-20.044,6.841,GaiaDR2,,,20,0,0,0,1,,2MASS J04404677+1928033
,Gaia DR2 148381984682184320,JH223B,04 40 49.47,+25 51 20.7,4.425,-19.430,7.141,GaiaDR2,,,0,0,0,1,0,,Gaia DR2 148381984682184320
2MASS J04404950+2551191,Gaia DR2 148381984682184192,JH223A,04 40 49.51,+25 51 19.1,4.382,-19.630,7.176,GaiaDR2,16.150,17,15,1,1,1,0,*,2MASS J04404950+2551191
2MASS J04410424+2557561,Gaia DR2 148384527302822272,Haro6-32,04 41 04.25,+25 57 56.2,,,,,15.130,17,0,0,1,1,0,,2MASS J04410424+2557561
2MASS J04410470+2451062,Gaia DR2 148063641705483776,IWTauA+B,04 41 04.70,+24 51 06.1,,,,,15.880,15,0,0,1,1,0,,2MASS J04410470+2451062
2MASS J04410826+2556074,Gaia DR2 148384179410294272,ITG33A,04 41 08.26,+25 56 07.4,7.197,-21.951,7.131,GaiaDR2,,,14,1,1,1,0,*,2MASS J04410826+2556074
2MASS J04411078+2555116,Gaia DR2 148196510814073728,ITG34,04 41 10.78,+25 55 11.6,4.520,-20.112,6.407,GaiaDR2,15.420,17,0,0,1,1,0,,2MASS J04411078+2555116
2MASS J04411267+2546354,,IRAS04381+2540,04 41 12.67,+25 46 35.4,,,,,,,0,0,1,1,0,,2MASS J04411267+2546354
2MASS J04411296+1813194,Gaia DR2 3409647134680086784,,04 41 13.11,+18 13 19.0,10.431,-19.606,7.131,GaiaDR2,,,0,0,0,0,1,,2MASS J04411296+1813194
2MASS J04411681+2840000,Gaia DR2 158048409878217216,CoKuTau4,04 41 16.80,+28 40 00.1,4.136,-22.419,5.893,GaiaDR2,15.980,15,0,0,1,1,0,,2MASS J04411681+2840000
2MASS J04412464+2543530,,ITG40,04 41 24.65,+25 43 53.0,,,,,,,0,0,1,1,0,,2MASS J04412464+2543530
2MASS J04413882+2556267,Gaia DR2 148289831863907840,IRAS04385+2550,04 41 38.83,+25 56 26.9,2.504,-15.483,6.289,GaiaDR2,16.260,17,0,0,1,1,0,,2MASS J04413882+2556267
2MASS J04414489+2301513,Gaia DR2 146487556211644544,,04 41 44.90,+23 01 51.2,8.955,-21.431,8.334,GaiaDR2,,,17,0,1,1,0,,2MASS J04414489+2301513
2MASS J04414565+2301580,Gaia DR2 146487560507840768,,04 41 45.65,+23 01 58.1,8.300,-21.553,8.046,GaiaDR2,,,0,0,1,1,0,,2MASS J04414565+2301580
,Gaia DR2 147306318712708352,,04 41 46.98,+24 39 55.3,5.811,-18.726,7.914,GaiaDR2,,,0,0,0,0,1,,Gaia DR2 147306318712708352
2MASS J04414825+2534304,Gaia DR2 148172179824515968,,04 41 48.24,+25 34 30.4,4.511,-19.605,7.374,GaiaDR2,15.220,17,15,1,1,1,0,*,2MASS J04414825+2534304
2MASS J04420548+2522562,Gaia DR2 148116246465275520,LkHa332/G2A+B,04 42 05.50,+25 22 56.3,5.493,-18.990,8.168,GaiaDR2,14.060,17,0,0,1,1,0,,2MASS J04420548+2522562
2MASS J04420732+2523032,Gaia DR2 148116177745403776,LkHa332/G1A+B,04 42 07.32,+25 23 03.1,6.065,-17.499,7.319,VLBI,,,0,0,1,1,0,,2MASS J04420732+2523032
2MASS J04420777+2523118,Gaia DR2 148116276529733120,V955TauA+B,04 42 07.78,+25 23 11.8,-0.740,-14.148,6.275,GaiaDR2,15.700,4,0,0,1,1,0,,2MASS J04420777+2523118
2MASS J04422101+2520343,Gaia DR2 148112913570653568,CIDA7,04 42 21.02,+25 20 34.4,4.891,-19.424,7.374,GaiaDR2,16.040,17,15,1,1,1,0,*,2MASS J04422101+2520343
2MASS J04422776+2939448,Gaia DR2 158165714024754688,,04 42 27.78,+29 39 44.5,5.208,-21.338,6.229,GaiaDR2,,,0,0,0,0,1,,2MASS J04422776+2939448
2MASS J04423769+2515374,Gaia DR2 148099749495579648,DPTau,04 42 37.70,+25 15 37.4,,,,,18.560,17,0,0,1,1,0,,2MASS J04423769+2515374
2MASS J04430309+2520187,Gaia DR2 148106316500918272,GOTau,04 43 03.10,+25 20 18.6,4.727,-20.205,6.947,GaiaDR2,15.420,17,15,1,1,1,0,*,2MASS J04430309+2520187
2MASS J04432023+2940060,Gaia DR2 158494605440901760,CIDA14,04 43 20.23,+29 40 05.9,2.607,-22.062,5.872,GaiaDR2,,,0,0,1,1,0,,2MASS J04432023+2940060
2MASS J04434061+1810216,Gaia DR2 3409447332802321664,,04 43 40.64,+18 10 21.3,12.493,-19.117,6.747,GaiaDR2,,,20,0,0,0,1,,2MASS J04434061+1810216
2MASS J04440164+1621324,Gaia DR2 3406128761895775872,,04 44 01.65,+16 21 32.1,11.169,-19.144,6.808,GaiaDR2,,,20,0,0,1,0,,2MASS J04440164+1621324
2MASS J04442713+2512164,Gaia DR2 147441558642852736,IRAS04414+2506,04 44 27.12,+25 12 16.6,6.453,-20.154,7.122,GaiaDR2,,,14,1,1,1,0,*,2MASS J04442713+2512164
2MASS J04445445+2717454,Gaia DR2 154586318344905216,HD283782,04 44 54.47,+27 17 44.8,4.611,-23.733,5.984,GaiaDR2,,,0,0,0,1,0,,2MASS J04445445+2717454
2MASS J04451654+3141202,Gaia DR2 159525363231870848,PSOJ071.3189+31.6888,04 45 16.54,+31 41 19.9,5.096,-24.491,6.437,GaiaDR2,,,3,0,0,1,0,,2MASS J04451654+3141202
,Gaia DR2 157816859599833472,,04 45 50.47,+28 39 34.9,5.794,-26.683,6.167,GaiaDR2,,,3,0,0,0,1,,Gaia DR2 157816859599833472
2MASS J04455129+1555496,Gaia DR2 3309789385567829376,HD30171,04 45 51.29,+15 55 49.8,10.612,-16.187,5.437,GaiaDR2,21.130,15,0,0,1,1,0,,2MASS J04455129+1555496
2MASS J04455134+1555367,Gaia DR2 3309789385567829632,IRAS04429+1550,04 45 51.34,+15 55 36.8,11.714,-17.958,6.787,GaiaDR2,,,0,0,1,1,0,,2MASS J04455134+1555367
2MASS J04462480+1701415,Gaia DR2 3406179962200403584,PSOJ071.6033+17.0281,04 46 24.81,+17 01 41.2,3.584,-13.705,6.176,GaiaDR2,,,0,0,0,1,0,,2MASS J04462480+1701415
2MASS J04462561+1721214,Gaia DR2 3406294414490106624,,04 46 25.63,+17 21 21.1,4.251,-12.524,4.936,GaiaDR2,,,21,1,0,0,1,*,2MASS J04462561+1721214
2MASS J04464260+2459034,Gaia DR2 147373010964871040,RXJ04467+2459,04 46 42.60,+24 59 03.5,4.599,-19.522,6.513,GaiaDR2,,,0,0,1,1,0,,2MASS J04464260+2459034
2MASS J04464590+1659544,Gaia DR2 3406269778557780224,,04 46 45.91,+16 59 54.2,4.757,-13.190,5.232,GaiaDR2,,,21,1,0,0,1,*,2MASS J04464590+1659544
2MASS J04465305+1700001,Gaia DR2 3406269842981827712,DQTau,04 46 53.06,+17 00 00.4,4.740,-13.254,5.095,GaiaDR2,22.400,7,21,1,1,1,0,*,2MASS J04465305+1700001
2MASS J04465897+1702381,Gaia DR2 3406270362673331072,Haro6-37A,04 46 58.98,+17 02 37.7,6.184,-12.699,5.893,GaiaDR2,22.450,15,0,0,1,1,0,,NAME Haro 6-37 A
2MASS J04465897+1702381,Gaia DR2 3406270362673330944,Haro6-37B,04 46 59.09,+17 02 39.7,4.757,-13.881,5.058,GaiaDR2,,,21,1,0,1,0,*,NAME Haro 6-37 B
2MASS J04470620+1658428,Gaia DR2 3406081865148861440,DRTau,04 47 06.22,+16 58 43.0,5.106,-13.924,5.141,GaiaDR2,21.100,15,0,0,1,1,0,,2MASS J04470620+1658428
2MASS J04474012+2850409,Gaia DR2 158197973524029696,,04 47 40.14,+28 50 40.5,7.731,-25.800,6.021,GaiaDR2,,,2,1,0,0,1,*,2MASS J04474012+2850409
2MASS J04474859+2925112,Gaia DR2 158249306976130176,DSTau,04 47 48.60,+29 25 11.3,5.043,-24.334,6.316,GaiaDR2,16.300,4,3,1,1,1,0,*,2MASS J04474859+2925112
2MASS J04480632+1551251,Gaia DR2 3405104605470388736,,04 48 06.34,+15 51 24.9,12.329,-19.894,6.574,GaiaDR2,,,0,0,0,1,0,,2MASS J04480632+1551251
2MASS J04481348+2924537,Gaia DR2 158252231846211968,,04 48 13.50,+29 24 53.4,5.336,-24.669,6.437,GaiaDR2,,,3,1,0,1,0,*,2MASS J04481348+2924537
2MASS J04482128+2927120,Gaia DR2 158252399348280704,,04 48 21.30,+29 27 11.6,5.420,-24.736,6.420,GaiaDR2,9.930,18,3,1,0,0,1,*,2MASS J04482128+2927120
2MASS J04482174+2928054,Gaia DR2 158254087272066304,,04 48 21.76,+29 28 05.0,5.364,-24.732,6.840,GaiaDR2,,,3,1,0,0,1,*,2MASS J04482174+2928054
2MASS J04482274+2946227,Gaia DR2 158401834147095680,HD30378,04 48 22.75,+29 46 22.4,5.795,-25.278,6.229,GaiaDR2,,,3,1,0,1,0,*,2MASS J04482274+2946227
2MASS J04484189+1703374,Gaia DR2 3406087053469332352,,04 48 41.90,+17 03 37.4,4.927,-14.024,4.753,GaiaDR2,,,21,1,1,1,0,*,2MASS J04484189+1703374
2MASS J04485745+2913521,Gaia DR2 158234192983875328,,04 48 57.46,+29 13 51.7,4.101,-24.286,6.219,GaiaDR2,,,3,1,0,1,0,*,2MASS J04485745+2913521
2MASS J04485789+2913548,Gaia DR2 158234192983874560,,04 48 57.90,+29 13 54.4,12.506,-26.427,5.007,GaiaDR2,,,0,0,0,1,0,,2MASS J04485789+2913548
2MASS J04491437+2934354,Gaia DR2 158348056861781632,,04 49 14.39,+29 34 35.1,7.185,-26.024,5.998,GaiaDR2,,,2,1,0,0,1,*,2MASS J04491437+2934354
2MASS J04492210+2911124,Gaia DR2 155230907037346048,,04 49 22.11,+29 11 11.9,5.250,-24.870,6.121,GaiaDR2,,,3,1,0,1,0,*,2MASS J04492210+2911124
2MASS J04504003+1619460,Gaia DR2 3405234931957672576,,04 50 40.06,+16 19 45.7,11.486,-18.947,7.066,GaiaDR2,,,0,0,0,1,0,,2MASS J04504003+1619460
2MASS J04505864+2852218,Gaia DR2 155162123136347648,,04 50 58.67,+28 52 21.4,6.831,-25.618,5.875,GaiaDR2,,,2,1,0,0,1,*,2MASS J04505864+2852218
2MASS J04514737+3047134,Gaia DR2 159965197946584320,UYAurA+B,04 51 47.38,+30 47 13.6,4.379,-25.972,6.456,GaiaDR2,13.920,15,0,0,1,1,0,,2MASS J04514737+3047134
2MASS J04520668+3047175,Gaia DR2 159987737936257408,IRAS04489+3042,04 52 06.67,+30 47 17.5,,,,,,,0,0,1,1,0,,2MASS J04520668+3047175
2MASS J04520970+3037454,Gaia DR2 159959189288493568,Haro6-39,04 52 09.71,+30 37 45.0,8.075,-24.622,8.671,GaiaDR2,,,0,0,0,1,0,,2MASS J04520970+3037454
,,UGCS J045210.35+303734.3,04 52 10.35,+30 37 34.3,,,,,,,0,0,0,1,0,,UGCS J045210.35+303734.3
2MASS J04551098+3021595,Gaia DR2 156907907082740480,GMAur,04 55 10.99,+30 21 59.4,3.899,-24.451,6.294,GaiaDR2,15.150,15,0,0,1,1,0,,2MASS J04551098+3021595
2MASS J04552333+3027366,Gaia DR2 156915290131026816,,04 55 23.33,+30 27 36.7,4.994,-24.996,6.080,GaiaDR2,,,1,0,1,1,0,,2MASS J04552333+3027366
2MASS J04553695+3017553,Gaia DR2 156900622818205312,LkCa19,04 55 36.96,+30 17 55.3,4.307,-24.132,6.293,GaiaDR2,13.578,15,1,1,1,1,0,*,2MASS J04553695+3017553
2MASS J04554046+3039057,Gaia DR2 157015075106952832,,04 55 40.46,+30 39 05.8,4.091,-24.113,6.389,GaiaDR2,,,1,1,1,1,0,*,2MASS J04554046+3039057
2MASS J04554535+3019389,Gaia DR2 156901138214266112,,04 55 45.36,+30 19 39.0,3.617,-25.053,6.492,GaiaDR2,,,1,1,1,1,0,*,2MASS J04554535+3019389
2MASS J04554582+3033043,Gaia DR2 156917493449670656,ABAur,04 55 45.84,+30 33 04.3,3.926,-24.112,6.170,GaiaDR2,8.900,11,1,1,1,1,0,*,2MASS J04554582+3033043
2MASS J04554757+3028077,Gaia DR2 156915878541979264,,04 55 47.57,+30 28 07.7,3.477,-23.996,6.410,GaiaDR2,,,0,0,1,1,0,,2MASS J04554757+3028077
2MASS J04554801+3028050,Gaia DR2 156915878541979008,,04 55 48.03,+30 28 04.5,4.602,-23.697,6.097,GaiaDR2,,,1,1,0,1,0,*,2MASS J04554801+3028050
2MASS J04554820+3030160,Gaia DR2 156916325218569856,XEST26-052,04 55 48.19,+30 30 16.2,3.846,-24.428,6.229,GaiaDR2,,,1,1,1,1,0,*,2MASS J04554820+3030160
2MASS J04554822+3020165,Gaia DR2 156901168277114752,HD31305,04 55 48.24,+30 20 16.1,4.352,-23.441,5.623,GaiaDR2,,,0,0,0,1,0,,2MASS J04554822+3020165
2MASS J04554969+3019400,Gaia DR2 156900966415569920,,04 55 49.70,+30 19 40.1,4.829,-23.024,6.419,GaiaDR2,,,1,0,1,1,0,,2MASS J04554969+3019400
2MASS J04555288+3006523,Gaia DR2 156842486140929024,,04 55 52.90,+30 06 52.2,13.240,-10.695,6.178,GaiaDR2,,,0,0,1,0,0,,2MASS J04555288+3006523
2MASS J04555605+3036209,Gaia DR2 157011536054213504,XEST26-062,04 55 56.06,+30 36 20.9,,,,,14.400,14,0,0,1,1,0,,2MASS J04555605+3036209
2MASS J04555636+3049374,Gaia DR2 157018884742748032,,04 55 56.38,+30 49 37.6,5.490,-25.547,6.505,GaiaDR2,,,1,0,1,1,0,,2MASS J04555636+3049374
2MASS J04555938+3034015,Gaia DR2 157010573981545344,SUAur,04 55 59.38,+30 34 01.6,4.647,-24.319,6.344,GaiaDR2,14.260,15,1,1,1,1,0,*,2MASS J04555938+3034015
2MASS J04560118+3026348,Gaia DR2 156904161871193088,XEST26-071,04 56 01.18,+30 26 34.8,4.469,-21.341,6.333,GaiaDR2,,,0,0,1,1,0,,2MASS J04560118+3026348
2MASS J04560201+3021037,Gaia DR2 156902512603777408,HBC427,04 56 02.02,+30 21 03.6,5.646,-21.744,6.759,GaiaDR2,18.000,18,0,0,1,1,0,,2MASS J04560201+3021037
2MASS J04564798+2913113,Gaia DR2 156577881796362496,PSOJ074.1999+29.2197,04 56 47.99,+29 13 11.0,5.912,-24.474,6.337,GaiaDR2,,,1,0,0,1,0,,2MASS J04564798+2913113
2MASS J04565141+2939310,Gaia DR2 156629039151059328,,04 56 51.42,+29 39 30.8,5.456,-24.725,6.799,GaiaDR2,,,1,0,0,1,0,,2MASS J04565141+2939310
2MASS J04570011+2910593,Gaia DR2 156574617621217792,,04 57 00.12,+29 10 59.0,4.750,-24.729,6.079,GaiaDR2,,,1,1,0,0,1,*,2MASS J04570011+2910593
2MASS J04572852+3029107,Gaia DR2 156948382855058176,,04 57 28.51,+30 29 10.6,4.186,-24.559,6.399,GaiaDR2,,,1,1,0,0,1,*,Gaia DR2 156948382855058176
2MASS J04572852+3029107,Gaia DR2 156948382853116800,,04 57 28.59,+30 29 08.8,3.802,-24.549,6.344,GaiaDR2,,,0,0,0,0,1,,Gaia DR2 156948382853116800
2MASS J04574903+3015195,Gaia DR2 156930339697581440,,04 57 49.03,+30 15 19.4,,,,,,,0,0,1,1,0,,2MASS J04574903+3015195
2MASS J04575235+2954072,Gaia DR2 156640004202940672,,04 57 52.35,+29 54 06.7,3.851,-24.982,6.308,GaiaDR2,,,1,1,0,0,1,*,2MASS J04575235+2954072
2MASS J04584626+2950370,Gaia DR2 156728858486611712,MWC480,04 58 46.27,+29 50 37.0,4.793,-25.348,6.212,GaiaDR2,,,1,0,1,1,0,,2MASS J04584626+2950370
2MASS J04584629+2954449,Gaia DR2 156730056780790528,,04 58 46.30,+29 54 44.5,4.090,-25.420,6.464,GaiaDR2,,,1,1,0,0,1,*,2MASS J04584629+2954449
2MASS J04584681+2954407,Gaia DR2 156730056780026240,,04 58 46.83,+29 54 40.3,3.249,-24.370,6.259,GaiaDR2,,,0,0,0,0,1,,2MASS J04584681+2954407
2MASS J04585141+2831241,Gaia DR2 155744074024631296,BSTauA,04 58 51.41,+28 31 23.6,5.303,-28.918,6.896,GaiaDR2,,,0,0,0,1,0,,2MASS J04585141+2831241
,Gaia DR2 155744074023050368,BSTauB,04 58 51.50,+28 31 24.0,5.638,-30.258,7.155,GaiaDR2,,,0,0,0,1,0,,Gaia DR2 155744074023050368
2MASS J04585189+2935461,Gaia DR2 156616124184955776,,04 58 51.90,+29 35 45.7,4.511,-24.967,6.342,GaiaDR2,,,1,1,0,0,1,*,2MASS J04585189+2935461
2MASS J04590305+3003004,Gaia DR2 156732977357829888,,04 59 03.05,+30 03 00.0,4.590,-24.734,6.418,GaiaDR2,,,1,1,0,1,0,*,2MASS J04590305+3003004
2MASS J04593087+2847231,Gaia DR2 155754583809675392,,04 59 30.88,+28 47 22.7,4.473,-24.845,5.906,GaiaDR2,,,1,1,0,0,1,*,2MASS J04593087+2847231
,Gaia DR2 156725353793541504,GZAurB,05 00 03.09,+30 01 08.4,5.353,-23.818,6.291,GaiaDR2,,,0,0,0,1,0,,Gaia DR2 156725353793541504
2MASS J05000310+3001074,Gaia DR2 156725349496991104,GZAurA,05 00 03.12,+30 01 06.0,4.824,-26.467,6.021,GaiaDR2,,,0,0,0,1,0,,Gaia DR2 156725349496991104
2MASS J05010116+2501413,Gaia DR2 3419631520599185664,,05 01 01.18,+25 01 40.9,5.185,-26.268,6.252,GaiaDR2,,,5,1,0,0,1,*,2MASS J05010116+2501413
2MASS J05023051+2216504,Gaia DR2 3412249541265750912,,05 02 30.51,+22 16 50.0,4.276,-23.963,6.297,GaiaDR2,,,0,0,0,0,1,,2MASS J05023051+2216504
2MASS J05023483+2745499,Gaia DR2 155447893079715456,,05 02 34.84,+27 45 49.5,4.269,-24.571,6.248,GaiaDR2,,,1,0,0,1,0,,2MASS J05023483+2745499
2MASS J05023985+2459337,Gaia DR2 3419944920068400000,,05 02 39.87,+24 59 33.4,4.662,-26.481,6.356,GaiaDR2,,,5,1,0,1,0,*,2MASS J05023985+2459337
2MASS J05025773+2800419,Gaia DR2 155460331304956160,,05 02 57.75,+28 00 41.5,5.612,-24.402,6.651,GaiaDR2,,,0,0,0,0,1,,2MASS J05025773+2800419
2MASS J05030659+2523197,Gaia DR2 3420008412568724736,V836Tau,05 03 06.60,+25 23 19.7,3.000,-17.178,5.927,GaiaDR2,18.150,15,4,1,1,1,0,*,2MASS J05030659+2523197
2MASS J05044139+2509544,Gaia DR2 3419962546614118144,CIDA8,05 04 41.40,+25 09 54.4,2.161,-16.900,5.886,GaiaDR2,,,4,1,1,1,0,*,2MASS J05044139+2509544
2MASS J05044950+2510187,,,05 04 49.50,+25 10 18.8,,,,,,,0,0,0,1,0,,2MASS J05044950+2510187
2MASS J05045988+3145014,Gaia DR2 157497210956668160,PSOJ076.2495+31.7503,05 04 59.90,+31 45 01.1,5.657,-24.040,5.995,GaiaDR2,,,0,0,0,1,0,,2MASS J05045988+3145014
2MASS J05052286+2531312,Gaia DR2 3419989896965813376,CIDA9A,05 05 22.87,+25 31 31.1,2.430,-18.563,5.848,GaiaDR2,,,0,0,1,1,0,,2MASS J05052286+2531312
,Gaia DR2 3419989892674105088,CIDA9B,05 05 22.97,+25 31 31.7,2.418,-18.521,5.623,GaiaDR2,,,4,1,0,1,0,*,Gaia DR2 3419989892674105088
2MASS J05061674+2446102,Gaia DR2 3419186939943738880,CIDA10,05 06 16.75,+24 46 10.2,2.718,-17.464,5.248,GaiaDR2,,,0,0,1,1,0,,2MASS J05061674+2446102
2MASS J05062332+2432199,Gaia DR2 3419110734340795648,CIDA11,05 06 23.33,+24 32 20.0,7.010,-17.103,6.648,GaiaDR2,,,0,0,1,1,0,,2MASS J05062332+2432199
2MASS J05064662+2104296,Gaia DR2 3408923003195121024,,05 06 46.63,+21 04 29.6,12.549,-20.674,6.151,GaiaDR2,19.400,16,0,0,1,0,0,,2MASS J05064662+2104296
2MASS J05071206+2437163,Gaia DR2 3419134438264747648,RXJ0507.2+2437,05 07 12.07,+24 37 16.3,3.473,-17.074,5.798,GaiaDR2,18.740,15,4,1,1,1,0,*,2MASS J05071206+2437163
2MASS J05073903+2311068,Gaia DR2 3418414193726125184,,05 07 39.04,+23 11 06.4,3.207,-18.070,6.082,GaiaDR2,,,0,0,0,1,0,,2MASS J05073903+2311068
,Gaia DR2 156430822114424576,RWAurB,05 07 49.46,+30 24 04.3,2.747,-27.558,6.146,GaiaDR2,,,0,0,0,1,0,,V* RW Aur A
2MASS J05074953+3024050,Gaia DR2 156430817820015232,RWAurA,05 07 49.54,+30 24 05.0,4.238,-24.996,6.613,GaiaDR2,15.000,15,0,0,1,1,0,,V* RW Aur B
2MASS J05075496+2500156,Gaia DR2 3419288030590780416,CIDA12,05 07 54.96,+25 00 15.5,3.512,-17.566,6.095,GaiaDR2,,,4,1,1,1,0,*,2MASS J05075496+2500156
2MASS J05080636+3026233,Gaia DR2 156430577302380800,,05 08 06.36,+30 26 22.9,4.075,-25.693,6.357,GaiaDR2,,,0,0,0,0,1,,2MASS J05080636+3026233
2MASS J05080709+2427123,Gaia DR2 3419115128091798400,,05 08 07.10,+24 27 12.0,2.072,-17.367,5.619,GaiaDR2,,,4,1,0,1,0,*,2MASS J05080709+2427123
2MASS J05080816+2427150,Gaia DR2 3419115128091798272,,05 08 08.17,+24 27 14.6,,,,,,,0,0,0,1,0,,Gaia DR2 3419115128091798272
,Gaia DR2 3419115132386033280,J05080816+2427150B,05 08 08.20,+24 27 15.4,-1.889,-17.559,5.775,GaiaDR2,,,0,0,0,1,0,,Gaia DR2 3419115132386033280
2MASS J05084253+3026573,Gaia DR2 156385226743440512,,05 08 42.54,+30 26 56.8,4.323,-25.688,6.468,GaiaDR2,,,0,0,0,0,1,,2MASS J05084253+3026573
2MASS J05091964+2855332,Gaia DR2 155945696970055424,,05 09 19.65,+28 55 32.7,3.758,-25.619,6.362,GaiaDR2,,,0,0,0,0,1,,2MASS J05091964+2855332
2MASS J05092844+2903003,Gaia DR2 155964354307956480,,05 09 28.45,+29 02 59.9,4.528,-22.230,5.935,GaiaDR2,6.170,18,0,0,0,0,1,,2MASS J05092844+2903003
2MASS J05095908+3036453,Gaia DR2 156413470446217984,,05 09 59.09,+30 36 45.0,3.861,-26.608,6.647,GaiaDR2,,,0,0,0,0,1,,2MASS J05095908+3036453
2MASS J05095977+3036422,Gaia DR2 156413470448259968,,05 09 59.78,+30 36 41.8,4.284,-26.106,6.520,GaiaDR2,,,0,0,0,0,1,,2MASS J05095977+3036422
2MASS J05122759+2253492,Gaia DR2 3415706130944329216,,05 12 27.59,+22 53 48.9,4.203,-19.488,3.698,GaiaDR2,,,0,0,0,1,0,,2MASS J05122759+2253492
2MASS J05122759+2253492,Gaia DR2 3415706130945884416,,05 12 27.59,+22 53 48.9,,,,,,,0,0,0,1,0,,2MASS J05122759+2253492
